year,state,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7,Ethnicity,el_yes,el_no
2017,New Jersey,Multiple disabilities,14662,NA,NA,NA,NA,NA,NA,3636,28,595,3543,22,6590,248,NA,NA,223,14439
2017,New Jersey,Orthopedic impairment,338,NA,NA,NA,NA,NA,NA,67,0,26,40,0,200,5,NA,NA,8,330
2017,New Jersey,Other health impairment,47310,NA,NA,NA,NA,NA,NA,10122,62,1201,7649,33,27380,863,NA,NA,579,46731
2017,New Jersey,Specific learning disability,74961,NA,NA,NA,NA,NA,NA,21361,83,1901,13283,100,37113,1120,NA,NA,1953,73008
2017,New Jersey,Speech or language impairment,46309,NA,NA,NA,NA,NA,NA,14029,60,2837,6008,74,22349,952,NA,NA,2233,44076
2017,New Jersey,Traumatic brain injury,496,NA,NA,NA,NA,NA,NA,145,0,14,110,1,218,8,NA,NA,12,484
2017,New Jersey,Visual impairment,381,NA,NA,NA,NA,NA,NA,118,0,28,43,1,186,5,NA,NA,9,372
2018,New Jersey,All Disabilities,220362,NA,NA,NA,NA,NA,NA,60566,283,9557,37722,290,107674,4270,NA,NA,6736,213626
2018,New Jersey,Autism,20635,NA,NA,NA,NA,NA,NA,5069,37,2135,3139,40,9787,428,NA,NA,209,20426
2018,New Jersey,Deaf-blindness,24,NA,NA,NA,NA,NA,NA,9,0,2,7,0,6,0,NA,NA,1,23
2018,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,New Jersey,Emotional disturbance,7485,NA,NA,NA,NA,NA,NA,1628,16,185,2240,8,3202,206,NA,NA,57,7428
2018,New Jersey,Hearing impairment,1389,NA,NA,NA,NA,NA,NA,446,0,125,148,2,653,15,NA,NA,51,1338
2018,New Jersey,Intellectual disability,5234,NA,NA,NA,NA,NA,NA,1995,4,262,1681,4,1227,61,NA,NA,372,4862
2018,New Jersey,Multiple disabilities,14083,NA,NA,NA,NA,NA,NA,3646,24,580,3281,17,6274,261,NA,NA,232,13851
2018,New Jersey,Orthopedic impairment,318,NA,NA,NA,NA,NA,NA,66,0,27,41,0,181,3,NA,NA,8,310
2018,New Jersey,Other health impairment,48543,NA,NA,NA,NA,NA,NA,10739,60,1259,7835,36,27646,968,NA,NA,753,47790
2018,New Jersey,Specific learning disability,74278,NA,NA,NA,NA,NA,NA,21954,85,1917,12982,100,35973,1267,NA,NA,2332,71946
2018,New Jersey,Speech or language impairment,47541,NA,NA,NA,NA,NA,NA,14767,57,3029,6223,82,22339,1044,NA,NA,2697,44844
2018,New Jersey,Traumatic brain injury,462,NA,NA,NA,NA,NA,NA,135,0,14,103,1,203,6,NA,NA,12,450
2018,New Jersey,Visual impairment,370,NA,NA,NA,NA,NA,NA,112,0,22,42,0,183,11,NA,NA,12,358
2005,New Mexico,Mental retardation,1724,215,16,67,997,429,1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Hearing impairments,543,70,9,9,309,146,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Speech or language impairments,8557,924,80,206,4749,2598,8557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Visual impairments,170,33,NA,NA,80,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Emotional disturbance,2660,304,12,116,1194,1034,2660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Orthopedic impairments,192,10,NA,NA,109,62,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Other health impairments,3127,248,16,92,1389,1382,3127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Specific learning disabilities,22389,3000,103,764,12568,5954,22389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Deaf-blindness,22,5,NA,NA,10,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Multiple disabilities,947,170,8,21,431,317,947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Autism,494,32,11,22,160,269,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Traumatic brain injury,203,21,NA,NA,111,66,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,Developmental delay,2853,360,24,84,1651,734,2853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Mexico,All disabilities,43881,5392,286,1396,23758,13049,43881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Mental retardation,1734,219,15,64,991,445,1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Hearing impairments,551,78,8,13,312,140,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Speech or language impairments,8523,899,82,222,4807,2513,8523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Visual impairments,177,33,NA,NA,90,52,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Emotional disturbance,2420,269,16,109,1085,941,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Orthopedic impairments,190,NA,NA,NA,108,65,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Other health impairments,3104,249,12,108,1373,1362,3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Specific learning disabilities,20253,2648,100,735,11492,5278,20253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Deaf-blindness,17,NA,0,NA,9,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Multiple disabilities,950,175,7,20,448,300,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Autism,612,38,15,19,202,338,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Traumatic brain injury,190,29,NA,NA,98,60,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,Developmental delay,2896,386,17,82,1695,716,2896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Mexico,All disabilities,41617,5032,276,1383,22710,12216,41617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Mental retardation,1719,246,20,66,950,437,1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Hearing impairments,547,76,7,15,310,139,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Speech or language impairments,8705,933,74,231,4993,2474,8705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Visual impairments,173,31,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Emotional disturbance,2265,272,12,108,1056,817,2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Orthopedic impairments,190,NA,NA,NA,108,61,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Other health impairments,3081,238,19,105,1390,1329,3081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Specific learning disabilities,18550,2403,93,653,10687,4714,18550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Deaf-blindness,9,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Multiple disabilities,911,158,8,23,442,280,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Autism,763,44,19,21,277,402,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Traumatic brain injury,191,30,NA,NA,100,57,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,Developmental delay,2943,404,13,85,1701,740,2943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Mexico,All disabilities,40047,4851,269,1320,22104,11503,40047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Mental retardation,1758,243,21,64,987,443,1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Hearing impairments,527,74,11,15,295,132,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Speech or language impairments,8997,994,67,244,5157,2535,8997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Visual impairments,184,27,NA,NA,90,59,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Emotional disturbance,2232,274,12,105,1035,806,2232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Orthopedic impairments,210,16,NA,NA,119,66,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Other health impairments,3132,257,18,117,1431,1309,3132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Specific learning disabilities,17888,2336,83,637,10379,4453,17888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Deaf-blindness,7,NA,0,0,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Multiple disabilities,900,143,8,26,448,275,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Autism,948,59,20,28,332,509,948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Traumatic brain injury,189,NA,0,NA,96,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Developmental delay,2498,376,18,67,1382,655,2498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,All disabilities,39470,4839,262,1317,21756,11296,39470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,New Mexico,Mental retardation,1797,NA,NA,NA,NA,NA,NA,1033,238,18,54,0,434,20,1797,7,NA,NA
2009,New Mexico,Hearing impairments,502,NA,NA,NA,NA,NA,NA,292,68,6,14,0,117,5,502,7,NA,NA
2009,New Mexico,Speech or language impairments,9003,NA,NA,NA,NA,NA,NA,5385,960,NA,209,NA,2289,82,9003,7,NA,NA
2009,New Mexico,Visual impairments,186,NA,NA,NA,NA,NA,NA,99,24,NA,NA,0,NA,NA,186,7,NA,NA
2009,New Mexico,Emotional disturbance,2151,NA,NA,NA,NA,NA,NA,1096,247,NA,87,NA,680,33,2151,7,NA,NA
2009,New Mexico,Orthopedic impairments,236,NA,NA,NA,NA,NA,NA,137,17,NA,6,0,72,NA,236,7,NA,NA
2009,New Mexico,Other health impairments,3168,NA,NA,NA,NA,NA,NA,1593,264,14,95,0,1169,33,3168,7,NA,NA
2009,New Mexico,Specific learning disabilities,17776,NA,NA,NA,NA,NA,NA,10838,2257,NA,505,NA,3951,153,17776,7,NA,NA
2009,New Mexico,Deaf-blindness,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,5,7,NA,NA
2009,New Mexico,Multiple disabilities,889,NA,NA,NA,NA,NA,NA,478,132,9,16,0,249,5,889,7,NA,NA
2009,New Mexico,Autism,1164,NA,NA,NA,NA,NA,NA,449,65,18,27,0,581,24,1164,7,NA,NA
2009,New Mexico,Traumatic brain injury,189,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,0,53,NA,189,7,NA,NA
2009,New Mexico,Developmental delay,2131,NA,NA,NA,NA,NA,NA,1144,391,NA,48,0,519,NA,2131,7,NA,NA
2009,New Mexico,All disabilities,39197,NA,NA,NA,NA,NA,NA,22645,4696,NA,1069,NA,10169,376,39197,7,NA,NA
2010,New Mexico,Mental retardation,1859,NA,NA,NA,NA,NA,NA,1120,235,20,62,NA,404,NA,1859,NA,NA,NA
2010,New Mexico,Hearing impairments,527,NA,NA,NA,NA,NA,NA,306,65,8,18,0,125,5,527,NA,NA,NA
2010,New Mexico,Speech or language impairments,10012,NA,NA,NA,NA,NA,NA,6017,1024,83,198,6,2575,109,10012,NA,NA,NA
2010,New Mexico,Visual impairments,191,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,0,NA,NA,191,NA,NA,NA
2010,New Mexico,Emotional disturbance,2140,NA,NA,NA,NA,NA,NA,1088,222,NA,86,0,704,32,NA,NA,NA,NA
2010,New Mexico,Orthopedic impairments,260,NA,NA,NA,NA,NA,NA,152,16,NA,6,0,77,NA,260,NA,NA,NA
2010,New Mexico,Other health impairments,3313,NA,NA,NA,NA,NA,NA,1701,245,NA,84,NA,1228,40,3313,NA,NA,NA
2010,New Mexico,Specific learning disabilities,17939,NA,NA,NA,NA,NA,NA,11152,2268,NA,485,NA,3796,171,17939,NA,NA,NA
2010,New Mexico,Deaf-blindness,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA
2010,New Mexico,Multiple disabilities,865,NA,NA,NA,NA,NA,NA,472,127,10,10,NA,239,NA,865,NA,NA,NA
2010,New Mexico,Autism,1408,NA,NA,NA,NA,NA,NA,604,72,21,36,0,640,35,1408,NA,NA,NA
2010,New Mexico,Traumatic brain injury,190,NA,NA,NA,NA,NA,NA,108,27,NA,NA,0,49,NA,190,NA,NA,NA
2010,New Mexico,Developmental delay,2695,NA,NA,NA,NA,NA,NA,1422,511,21,56,0,662,23,2695,NA,NA,NA
2010,New Mexico,All disabilities,41404,NA,NA,NA,NA,NA,NA,24252,4838,256,1049,11,10549,449,41404,NA,NA,NA
2011,New Mexico,Intellectual disabilities,1871,NA,NA,NA,NA,NA,NA,1135,245,NA,50,NA,399,21,1871,NA,NA,NA
2011,New Mexico,Hearing impairments,514,NA,NA,NA,NA,NA,NA,272,66,7,15,0,146,8,514,NA,NA,NA
2011,New Mexico,Speech or language impairments,9790,NA,NA,NA,NA,NA,NA,5903,963,88,182,6,2526,122,9790,NA,NA,NA
2011,New Mexico,Visual impairments,191,NA,NA,NA,NA,NA,NA,110,24,0,NA,0,48,NA,191,NA,NA,NA
2011,New Mexico,Emotional disturbance,2059,NA,NA,NA,NA,NA,NA,1048,209,NA,82,NA,677,38,NA,NA,NA,NA
2011,New Mexico,Orthopedic impairments,253,NA,NA,NA,NA,NA,NA,152,17,NA,NA,0,72,NA,253,NA,NA,NA
2011,New Mexico,Other health impairments,3445,NA,NA,NA,NA,NA,NA,1807,250,NA,96,NA,1238,35,3445,NA,NA,NA
2011,New Mexico,Specific learning disabilities,18098,NA,NA,NA,NA,NA,NA,11262,2348,72,473,5,3754,184,18098,NA,NA,NA
2011,New Mexico,Deaf-blindness,7,NA,NA,NA,NA,NA,NA,5,0,0,0,0,NA,0,NA,NA,NA,NA
2011,New Mexico,Multiple disabilities,847,NA,NA,NA,NA,NA,NA,482,104,10,11,NA,234,NA,847,NA,NA,NA
2011,New Mexico,Autism,1596,NA,NA,NA,NA,NA,NA,689,88,24,37,0,712,46,1596,NA,NA,NA
2011,New Mexico,Traumatic brain injury,190,NA,NA,NA,NA,NA,NA,108,29,NA,NA,0,NA,NA,190,NA,NA,NA
2011,New Mexico,Developmental delay,2673,NA,NA,NA,NA,NA,NA,1426,548,13,51,0,612,23,2673,NA,NA,NA
2011,New Mexico,All disabilities,41534,NA,NA,NA,NA,NA,NA,24399,4891,259,1010,17,10467,491,41534,NA,NA,NA
2012,New Mexico,All Disabilities,42004,NA,NA,NA,NA,NA,NA,25111,4752,267,981,0,10331,562,NA,NA,10016,31988
2012,New Mexico,Autism,1799,NA,NA,NA,NA,NA,NA,777,105,24,47,0,801,45,NA,NA,NA,NA
2012,New Mexico,Deaf-blindness,6,NA,NA,NA,NA,NA,NA,4,0,0,0,0,2,0,NA,NA,NA,NA
2012,New Mexico,Developmental delay (valid only for children ages 3-9 when defined by state),2644,NA,NA,NA,NA,NA,NA,1450,516,12,47,0,591,28,NA,NA,NA,NA
2012,New Mexico,Emotional disturbance,2041,NA,NA,NA,NA,NA,NA,1056,197,4,67,0,679,38,NA,NA,NA,NA
2012,New Mexico,Hearing impairment,510,NA,NA,NA,NA,NA,NA,277,65,5,11,0,147,5,NA,NA,NA,NA
2012,New Mexico,Intellectual disability,1895,NA,NA,NA,NA,NA,NA,1156,234,22,47,0,411,25,NA,NA,NA,NA
2012,New Mexico,Multiple disabilities,830,NA,NA,NA,NA,NA,NA,491,90,10,12,0,222,5,NA,NA,NA,NA
2012,New Mexico,Orthopedic impairment,251,NA,NA,NA,NA,NA,NA,145,14,4,7,0,78,3,NA,NA,NA,NA
2012,New Mexico,Other health impairment,3654,NA,NA,NA,NA,NA,NA,1980,263,16,100,0,1248,47,NA,NA,NA,NA
2012,New Mexico,Specific learning disability,18832,NA,NA,NA,NA,NA,NA,11981,2346,80,465,0,3727,233,NA,NA,NA,NA
2012,New Mexico,Speech or language impairment,9185,NA,NA,NA,NA,NA,NA,5587,884,88,173,0,2322,131,NA,NA,NA,NA
2012,New Mexico,Traumatic brain injury,180,NA,NA,NA,NA,NA,NA,98,23,2,3,0,53,1,NA,NA,NA,NA
2012,New Mexico,Visual impairment,177,NA,NA,NA,NA,NA,NA,109,15,0,2,0,50,1,NA,NA,NA,NA
2013,New Mexico,All Disabilities,42936,NA,NA,NA,NA,NA,NA,26251,4727,240,998,30,10081,609,NA,NA,10367,32569
2013,New Mexico,Autism,2062,NA,NA,NA,NA,NA,NA,918,128,33,56,6,862,59,NA,NA,252,1810
2013,New Mexico,Deaf-blindness,10,NA,NA,NA,NA,NA,NA,5,0,0,0,0,5,0,NA,NA,1,9
2013,New Mexico,Developmental delay (valid only for children ages 3-9 when defined by state),2734,NA,NA,NA,NA,NA,NA,1581,450,10,59,3,582,49,NA,NA,847,1887
2013,New Mexico,Emotional disturbance,1985,NA,NA,NA,NA,NA,NA,1077,182,5,69,0,620,32,NA,NA,237,1748
2013,New Mexico,Hearing impairment,509,NA,NA,NA,NA,NA,NA,297,66,6,10,0,125,5,NA,NA,105,404
2013,New Mexico,Intellectual disability,1966,NA,NA,NA,NA,NA,NA,1226,245,20,52,1,399,23,NA,NA,599,1367
2013,New Mexico,Multiple disabilities,828,NA,NA,NA,NA,NA,NA,509,88,7,15,0,206,3,NA,NA,189,639
2013,New Mexico,Orthopedic impairment,225,NA,NA,NA,NA,NA,NA,140,12,3,4,1,62,3,NA,NA,49,176
2013,New Mexico,Other health impairment,3865,NA,NA,NA,NA,NA,NA,2152,283,19,97,1,1268,45,NA,NA,640,3225
2013,New Mexico,Specific learning disability,19940,NA,NA,NA,NA,NA,NA,13003,2374,74,476,8,3747,258,NA,NA,5646,14294
2013,New Mexico,Speech or language impairment,8444,NA,NA,NA,NA,NA,NA,5133,857,60,154,10,2100,130,NA,NA,1740,6704
2013,New Mexico,Traumatic brain injury,183,NA,NA,NA,NA,NA,NA,93,26,2,4,0,57,1,NA,NA,38,145
2013,New Mexico,Visual impairment,185,NA,NA,NA,NA,NA,NA,117,16,1,2,0,48,1,NA,NA,24,161
2014,New Mexico,All Disabilities,43420,NA,NA,NA,NA,NA,NA,26958,4793,233,981,37,9773,645,NA,NA,10323,33097
2014,New Mexico,Autism,2212,NA,NA,NA,NA,NA,NA,1007,141,35,60,4,905,60,NA,NA,284,1928
2014,New Mexico,Deaf-blindness,14,NA,NA,NA,NA,NA,NA,5,1,0,1,0,7,0,NA,NA,2,12
2014,New Mexico,Developmental delay,2875,NA,NA,NA,NA,NA,NA,1711,451,8,55,6,587,57,NA,NA,848,2027
2014,New Mexico,Emotional disturbance,1920,NA,NA,NA,NA,NA,NA,1038,180,2,69,2,587,42,NA,NA,235,1685
2014,New Mexico,Hearing impairment,501,NA,NA,NA,NA,NA,NA,301,64,8,8,0,115,5,NA,NA,94,407
2014,New Mexico,Intellectual disability,1973,NA,NA,NA,NA,NA,NA,1253,237,21,45,0,394,23,NA,NA,613,1360
2014,New Mexico,Multiple disabilities,824,NA,NA,NA,NA,NA,NA,507,90,7,15,1,201,3,NA,NA,188,636
2014,New Mexico,Orthopedic impairment,221,NA,NA,NA,NA,NA,NA,137,15,3,6,1,57,2,NA,NA,44,177
2014,New Mexico,Other health impairment,3992,NA,NA,NA,NA,NA,NA,2251,305,18,105,0,1261,52,NA,NA,672,3320
2014,New Mexico,Specific learning disability,20585,NA,NA,NA,NA,NA,NA,13692,2395,74,477,10,3667,270,NA,NA,5647,14938
2014,New Mexico,Speech or language impairment,7930,NA,NA,NA,NA,NA,NA,4850,862,55,134,13,1887,129,NA,NA,1634,6296
2014,New Mexico,Traumatic brain injury,194,NA,NA,NA,NA,NA,NA,98,32,1,4,0,57,2,NA,NA,38,156
2014,New Mexico,Visual impairment,179,NA,NA,NA,NA,NA,NA,108,20,1,2,0,48,0,NA,NA,24,155
2015,New Mexico,All Disabilities,45422,NA,NA,NA,NA,NA,NA,28374,5046,234,1063,38,9949,718,NA,NA,10628,34794
2015,New Mexico,Autism,2527,NA,NA,NA,NA,NA,NA,1172,164,45,72,5,997,72,NA,NA,333,2194
2015,New Mexico,Deaf-blindness,12,NA,NA,NA,NA,NA,NA,8,0,0,0,0,4,0,NA,NA,1,11
2015,New Mexico,Developmental delay,3002,NA,NA,NA,NA,NA,NA,1814,464,9,63,4,577,71,NA,NA,799,2203
2015,New Mexico,Emotional disturbance,1959,NA,NA,NA,NA,NA,NA,1062,173,6,85,1,587,45,NA,NA,219,1740
2015,New Mexico,Hearing impairment,493,NA,NA,NA,NA,NA,NA,289,58,11,11,0,115,9,NA,NA,92,401
2015,New Mexico,Intellectual disability,2049,NA,NA,NA,NA,NA,NA,1311,260,20,50,1,382,25,NA,NA,648,1401
2015,New Mexico,Multiple disabilities,797,NA,NA,NA,NA,NA,NA,492,90,6,13,1,191,4,NA,NA,190,607
2015,New Mexico,Orthopedic impairment,229,NA,NA,NA,NA,NA,NA,142,11,3,5,0,64,4,NA,NA,42,187
2015,New Mexico,Other health impairment,4213,NA,NA,NA,NA,NA,NA,2427,316,18,111,0,1286,55,NA,NA,714,3499
2015,New Mexico,Specific learning disability,21964,NA,NA,NA,NA,NA,NA,14701,2589,74,503,14,3778,305,NA,NA,5861,16103
2015,New Mexico,Speech or language impairment,7798,NA,NA,NA,NA,NA,NA,4756,862,40,143,12,1863,122,NA,NA,1667,6131
2015,New Mexico,Traumatic brain injury,199,NA,NA,NA,NA,NA,NA,90,38,1,6,0,61,3,NA,NA,41,158
2015,New Mexico,Visual impairment,180,NA,NA,NA,NA,NA,NA,110,21,1,1,0,44,3,NA,NA,21,159
2016,New Mexico,All Disabilities,47029,NA,NA,NA,NA,NA,NA,29191,5176,220,1130,54,10451,807,NA,NA,10765,36264
2016,New Mexico,Autism,2764,NA,NA,NA,NA,NA,NA,1308,186,42,65,7,1066,90,NA,NA,385,2379
2016,New Mexico,Deaf-blindness,11,NA,NA,NA,NA,NA,NA,8,0,0,0,0,3,0,NA,NA,1,10
2016,New Mexico,Developmental delay,3092,NA,NA,NA,NA,NA,NA,1790,508,11,76,3,624,80,NA,NA,758,2334
2016,New Mexico,Emotional disturbance,1897,NA,NA,NA,NA,NA,NA,1042,151,4,75,1,585,39,NA,NA,212,1685
2016,New Mexico,Hearing impairment,510,NA,NA,NA,NA,NA,NA,299,56,12,9,1,121,12,NA,NA,96,414
2016,New Mexico,Intellectual disability,2106,NA,NA,NA,NA,NA,NA,1316,265,11,51,3,426,34,NA,NA,658,1448
2016,New Mexico,Multiple disabilities,788,NA,NA,NA,NA,NA,NA,483,85,5,13,1,195,6,NA,NA,181,607
2016,New Mexico,Orthopedic impairment,213,NA,NA,NA,NA,NA,NA,128,10,5,3,0,62,5,NA,NA,44,169
2016,New Mexico,Other health impairment,4464,NA,NA,NA,NA,NA,NA,2599,348,25,130,2,1289,71,NA,NA,721,3743
2016,New Mexico,Specific learning disability,23420,NA,NA,NA,NA,NA,NA,15577,2706,74,555,21,4134,353,NA,NA,6029,17391
2016,New Mexico,Speech or language impairment,7377,NA,NA,NA,NA,NA,NA,4442,791,28,147,15,1847,107,NA,NA,1613,5764
2016,New Mexico,Traumatic brain injury,203,NA,NA,NA,NA,NA,NA,89,45,0,5,0,57,7,NA,NA,44,159
2016,New Mexico,Visual impairment,184,NA,NA,NA,NA,NA,NA,110,25,3,1,0,42,3,NA,NA,23,161
2017,New Mexico,All Disabilities,48425,NA,NA,NA,NA,NA,NA,30498,5232,233,1112,62,10403,885,NA,NA,11695,36730
2017,New Mexico,Autism,3018,NA,NA,NA,NA,NA,NA,1498,212,47,71,9,1092,89,NA,NA,496,2522
2017,New Mexico,Deaf-blindness,7,NA,NA,NA,NA,NA,NA,6,0,0,0,0,1,0,NA,NA,2,5
2017,New Mexico,Developmental delay,3180,NA,NA,NA,NA,NA,NA,1863,501,14,73,4,640,85,NA,NA,796,2384
2017,New Mexico,Emotional disturbance,1889,NA,NA,NA,NA,NA,NA,1037,147,6,66,2,583,48,NA,NA,223,1666
2017,New Mexico,Hearing impairment,504,NA,NA,NA,NA,NA,NA,294,53,10,13,2,123,9,NA,NA,98,406
2017,New Mexico,Intellectual disability,2206,NA,NA,NA,NA,NA,NA,1390,278,12,58,4,426,38,NA,NA,687,1519
2017,New Mexico,Multiple disabilities,757,NA,NA,NA,NA,NA,NA,468,80,4,11,1,186,7,NA,NA,176,581
2017,New Mexico,Orthopedic impairment,215,NA,NA,NA,NA,NA,NA,132,9,5,5,0,59,5,NA,NA,46,169
2017,New Mexico,Other health impairment,4659,NA,NA,NA,NA,NA,NA,2742,362,22,109,5,1331,88,NA,NA,802,3857
2017,New Mexico,Specific learning disability,24279,NA,NA,NA,NA,NA,NA,16328,2837,67,547,20,4090,390,NA,NA,6619,17660
2017,New Mexico,Speech or language impairment,7333,NA,NA,NA,NA,NA,NA,4546,685,42,152,15,1777,116,NA,NA,1676,5657
2017,New Mexico,Traumatic brain injury,194,NA,NA,NA,NA,NA,NA,84,42,0,6,0,56,6,NA,NA,49,145
2017,New Mexico,Visual impairment,184,NA,NA,NA,NA,NA,NA,110,26,4,1,0,39,4,NA,NA,25,159
2018,New Mexico,All Disabilities,47389,NA,NA,NA,NA,NA,NA,30163,5049,213,1032,45,9924,963,NA,NA,11284,36105
2018,New Mexico,Autism,3085,NA,NA,NA,NA,NA,NA,1556,224,50,77,8,1073,97,NA,NA,445,2640
2018,New Mexico,Deaf-blindness,5,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,NA,NA,2,3
2018,New Mexico,Developmental delay,2557,NA,NA,NA,NA,NA,NA,1521,388,13,60,2,503,70,NA,NA,636,1921
2018,New Mexico,Emotional disturbance,1853,NA,NA,NA,NA,NA,NA,981,148,8,63,2,582,69,NA,NA,236,1617
2018,New Mexico,Hearing impairment,484,NA,NA,NA,NA,NA,NA,293,53,10,11,0,109,8,NA,NA,92,392
2018,New Mexico,Intellectual disability,2241,NA,NA,NA,NA,NA,NA,1420,293,5,60,3,410,50,NA,NA,505,1736
2018,New Mexico,Multiple disabilities,711,NA,NA,NA,NA,NA,NA,431,74,3,11,1,180,11,NA,NA,144,567
2018,New Mexico,Orthopedic impairment,209,NA,NA,NA,NA,NA,NA,128,8,4,3,0,62,4,NA,NA,44,165
2018,New Mexico,Other health impairment,4761,NA,NA,NA,NA,NA,NA,2817,359,21,118,7,1347,92,NA,NA,810,3951
