year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity,tworace,el_yes,el_no
2007,Michigan,MI,3035,23,68,638,150,2156,3035,NA,NA,NA
2007,Michigan,Aut,10803,80,237,1505,255,8726,10803,NA,NA,NA
2007,Michigan,TBI,614,6,7,NA,NA,NA,13,NA,NA,NA
2007,Michigan,DD,1442,15,36,349,82,960,1442,NA,NA,NA
2007,Michigan,All disabilities,212479,2146,2462,47163,9119,151587,212477,NA,NA,NA
2008,Michigan,ID,21818,213,241,7757,878,12728,21817,NA,NA,NA
2008,Michigan,HI,2742,15,82,538,165,1942,2742,NA,NA,NA
2008,Michigan,SLI,42657,367,820,7228,1883,32357,42655,NA,NA,NA
2008,Michigan,VI,786,6,23,150,33,574,786,NA,NA,NA
2008,Michigan,ED,15895,199,99,3716,400,11481,15895,NA,NA,NA
2008,Michigan,OI,2791,17,58,749,122,1845,2791,NA,NA,NA
2008,Michigan,OHI,18700,215,160,2523,534,15267,18699,NA,NA,NA
2008,Michigan,SLD,85370,1005,629,20878,4689,58168,85369,NA,NA,NA
2008,Michigan,DB,10,0,0,NA,NA,8,10,NA,NA,NA
2008,Michigan,MI,3037,23,64,654,149,2145,3035,NA,NA,NA
2008,Michigan,Aut,11963,93,259,1678,304,9629,11963,NA,NA,NA
2008,Michigan,TBI,624,6,12,NA,NA,445,624,NA,NA,NA
2008,Michigan,DD,1563,13,36,403,108,1003,1563,NA,NA,NA
2008,Michigan,All disabilities,207956,2174,2486,46410,9288,147599,207957,NA,NA,NA
2009,Michigan,ID,21048,205,245,7344,862,12265,20921,NA,NA,NA
2009,Michigan,HI,2716,17,85,515,167,1914,2698,NA,NA,NA
2009,Michigan,SLI,42093,398,794,7100,2074,31461,41827,NA,NA,NA
2009,Michigan,VI,760,5,24,142,35,551,757,NA,NA,NA
2009,Michigan,ED,14964,168,92,3576,421,10580,14837,NA,NA,NA
2009,Michigan,OI,2588,16,48,685,111,1715,2575,NA,NA,NA
2009,Michigan,OHI,19055,233,163,2876,677,14995,18944,NA,NA,NA
2009,Michigan,SLD,82273,978,598,20691,4585,54815,81667,NA,NA,NA
2009,Michigan,DB,8,0,0,NA,NA,6,NA,NA,NA,NA
2009,Michigan,MI,2988,24,63,657,140,2080,2964,NA,NA,NA
2009,Michigan,Aut,12924,120,292,1818,448,10184,12862,NA,NA,NA
2009,Michigan,TBI,610,6,9,NA,NA,423,NA,NA,NA,NA
2009,Michigan,DD,1701,14,45,440,103,1075,1677,NA,NA,NA
2009,Michigan,All disabilities,203728,2184,2458,45979,9658,142064,202343,NA,NA,NA
2010,Michigan,ID,19946,175,257,6594,965,11708,19946,247,NA,NA
2010,Michigan,HI,2672,NA,80,496,203,1845,2672,32,NA,NA
2010,Michigan,SLI,40500,366,912,6494,2280,29771,40500,677,NA,NA
2010,Michigan,VI,765,NA,21,NA,NA,546,765,NA,NA,NA
2010,Michigan,ED,13836,149,86,3139,489,9714,13836,259,NA,NA
2010,Michigan,OI,2179,NA,40,369,99,1629,2179,23,NA,NA
2010,Michigan,OHI,19352,207,189,3108,757,14766,19352,325,NA,NA
2010,Michigan,SLD,77657,885,636,18930,5026,51034,77657,1146,NA,NA
2010,Michigan,DB,10,0,0,NA,NA,6,NA,0,NA,NA
2010,Michigan,MI,2861,NA,55,627,163,1971,2861,28,NA,NA
2010,Michigan,Aut,13636,106,320,1938,447,10661,13636,164,NA,NA
2010,Michigan,TBI,590,NA,NA,147,41,375,NA,NA,NA,NA
2010,Michigan,DD,1770,NA,46,397,135,1137,1770,35,NA,NA
2010,Michigan,All disabilities,195774,1962,2660,42382,10646,135163,195774,2961,NA,NA
2011,Michigan,ID,19164,179,226,6253,1019,11169,19164,318,NA,NA
2011,Michigan,HI,2508,NA,73,474,194,1712,2508,43,NA,NA
2011,Michigan,SLI,39469,390,811,6436,2563,28297,39469,972,NA,NA
2011,Michigan,VI,736,7,26,143,44,500,736,16,NA,NA
2011,Michigan,ED,13353,147,73,2967,507,9315,13353,344,NA,NA
2011,Michigan,OI,2040,NA,48,344,94,1494,2040,37,NA,NA
2011,Michigan,OHI,19383,222,168,3226,803,14453,19383,511,NA,NA
2011,Michigan,SLD,72979,852,497,17862,5161,47061,72979,1546,NA,NA
2011,Michigan,DB,14,0,0,0,NA,10,NA,0,NA,NA
2011,Michigan,MI,2853,NA,55,629,170,1945,2853,37,NA,NA
2011,Michigan,Aut,14135,119,330,2097,514,10840,14135,235,NA,NA
2011,Michigan,TBI,578,NA,NA,142,NA,368,NA,17,NA,NA
2011,Michigan,DD,1736,NA,40,382,134,1111,1736,47,NA,NA
2011,Michigan,All disabilities,188948,1987,2365,40955,11243,128275,188948,4123,NA,NA
2012,Michigan,All disabilities,182596,1876,2362,38781,11454,123576,182596,4547,6875,175721
2012,Michigan,Aut,14755,117,358,2239,565,11192,14755,284,NA,NA
2012,Michigan,DB,14,1,1,0,2,10,14,0,NA,NA
2012,Michigan,DD,1685,16,35,394,123,1057,1685,60,NA,NA
2012,Michigan,ED,12498,135,70,2615,526,8768,12498,384,NA,NA
2012,Michigan,HI,2436,14,78,449,187,1652,2436,56,NA,NA
2012,Michigan,ID,18448,178,231,5848,1030,10825,18448,336,NA,NA
2012,Michigan,MI,2776,14,57,604,156,1899,2776,46,NA,NA
2012,Michigan,OI,1815,15,53,301,91,1322,1815,33,NA,NA
2012,Michigan,OHI,20343,249,169,3504,941,14877,20343,603,NA,NA
2012,Michigan,SLD,68542,773,478,16290,5039,44328,68542,1634,NA,NA
2012,Michigan,SLI,38077,353,800,6285,2721,26844,38077,1074,NA,NA
2012,Michigan,TBI,526,5,5,127,32,338,526,19,NA,NA
2012,Michigan,VI,681,6,27,125,41,464,681,18,NA,NA
2013,Michigan,All disabilities,179940,1774,2413,37899,11772,121123,179940,4959,7556,172384
2013,Michigan,Aut,15370,128,407,2399,595,11533,15370,308,321,15049
2013,Michigan,DB,17,0,2,1,4,10,17,0,5,12
2013,Michigan,DD,1745,17,48,372,123,1105,1745,80,90,1655
2013,Michigan,ED,11999,142,67,2387,557,8436,11999,410,127,11872
2013,Michigan,HI,2366,18,79,425,181,1601,2366,62,153,2213
2013,Michigan,ID,18041,156,227,5682,1069,10510,18041,397,685,17356
2013,Michigan,MI,2701,16,62,576,150,1848,2701,49,49,2652
2013,Michigan,OI,1701,13,50,301,85,1221,1701,31,84,1617
2013,Michigan,OHI,21639,254,186,3893,1065,15561,21639,680,530,21109
2013,Michigan,SLD,65697,693,462,15554,5016,42178,65697,1794,3216,62481
2013,Michigan,SLI,37455,326,794,6071,2840,26313,37455,1111,2234,35221
2013,Michigan,TBI,503,4,5,112,38,324,503,20,22,481
2013,Michigan,VI,706,7,24,126,49,483,706,17,40,666
2014,Michigan,All disabilities,177715,1681,2403,37251,12273,118517,177715,5590,8306,169409
2014,Michigan,Aut,15829,133,438,2547,662,11662,15829,387,407,15422
2014,Michigan,DB,9,0,0,0,4,5,9,0,4,5
2014,Michigan,DD,1834,11,41,400,146,1147,1834,89,119,1715
2014,Michigan,ED,11475,133,64,2204,551,8081,11475,442,134,11341
2014,Michigan,HI,2335,13,82,434,177,1562,2335,67,188,2147
2014,Michigan,ID,17529,153,228,5445,1107,10173,17529,423,760,16769
2014,Michigan,MI,2653,17,59,550,170,1800,2653,57,58,2595
2014,Michigan,OI,1601,9,47,289,95,1124,1601,37,90,1511
2014,Michigan,OHI,22792,258,209,4153,1201,16169,22792,802,629,22163
2014,Michigan,SLD,63499,629,455,14658,5110,40683,63499,1964,3419,60080
2014,Michigan,SLI,36992,315,749,6335,2964,25349,36992,1280,2429,34563
2014,Michigan,TBI,490,4,4,116,39,305,490,22,19,471
2014,Michigan,VI,677,6,27,120,47,457,677,20,50,627
2015,Michigan,All disabilities,176743,1609,2448,37117,12713,116751,176743,6105,8917,167826
2015,Michigan,Aut,16414,130,470,2674,772,11916,16414,452,517,15897
2015,Michigan,DB,10,0,1,1,3,5,10,0,2,8
2015,Michigan,DD,2003,21,38,434,169,1248,2003,93,167,1836
2015,Michigan,ED,11325,128,56,2139,568,7954,11325,480,138,11187
2015,Michigan,HI,2333,10,86,421,193,1555,2333,68,219,2114
2015,Michigan,ID,17165,152,228,5265,1139,9917,17165,464,831,16334
2015,Michigan,MI,2584,13,59,548,173,1736,2584,55,70,2514
2015,Michigan,OI,1470,8,38,248,86,1052,1470,38,85,1385
2015,Michigan,OHI,23734,249,211,4450,1302,16617,23734,905,689,23045
2015,Michigan,SLD,61962,581,457,14299,5143,39368,61962,2114,3559,58403
2015,Michigan,SLI,36559,306,768,6403,3079,24617,36559,1386,2566,33993
2015,Michigan,TBI,494,6,4,117,44,300,494,23,23,471
2015,Michigan,VI,690,5,32,118,42,466,690,27,51,639
2016,Michigan,All disabilities,176766,1587,2520,36836,13255,115689,176766,6879,9403,167363
2016,Michigan,Aut,17008,125,504,2827,862,12142,17008,548,600,16408
2016,Michigan,DB,15,0,2,2,3,8,15,0,2,13
2016,Michigan,DD,2174,26,47,481,170,1338,2174,112,162,2012
2016,Michigan,ED,11144,120,51,2055,626,7738,11144,554,158,10986
2016,Michigan,HI,2261,13,76,413,194,1487,2261,78,214,2047
2016,Michigan,ID,17060,153,241,5164,1219,9759,17060,524,914,16146
2016,Michigan,MI,2557,16,57,551,171,1700,2557,62,73,2484
2016,Michigan,OI,1367,9,40,238,86,962,1367,32,87,1280
2016,Michigan,OHI,24650,263,207,4538,1417,17188,24650,1037,750,23900
2016,Michigan,SLD,60812,533,486,13839,5213,38442,60812,2299,3723,57089
2016,Michigan,SLI,36556,322,773,6502,3207,24168,36556,1584,2646,33910
2016,Michigan,TBI,468,3,4,105,39,292,468,25,26,442
2016,Michigan,VI,694,4,32,121,48,465,694,24,48,646
2017,Michigan,All disabilities,177127,1513,2633,36758,13705,115291,177127,7227,9975,167152
2017,Michigan,Aut,17849,115,566,3005,975,12543,17849,645,724,17125
2017,Michigan,DB,22,0,3,3,2,14,22,0,3,19
2017,Michigan,DD,2138,28,61,519,188,1247,2138,95,168,1970
2017,Michigan,ED,11273,120,58,2064,674,7785,11273,572,189,11084
2017,Michigan,HI,2235,10,85,412,191,1465,2235,72,211,2024
2017,Michigan,ID,16757,151,252,5063,1225,9510,16757,556,965,15792
2017,Michigan,MI,2475,11,57,526,168,1652,2475,61,87,2388
2017,Michigan,OI,1280,8,35,231,86,881,1280,39,92,1188
2017,Michigan,OHI,25427,273,215,4727,1488,17603,25427,1121,809,24618
2017,Michigan,SLD,59579,491,479,13383,5239,37602,59579,2385,3834,55745
2017,Michigan,SLI,36938,299,786,6583,3390,24239,36938,1641,2821,34117
2017,Michigan,TBI,444,3,2,111,30,280,444,18,23,421
2017,Michigan,VI,710,4,34,131,49,470,710,22,49,661
2018,Michigan,All disabilities,177721,1476,2739,36543,14130,114966,177721,7867,10430,167291
2018,Michigan,Aut,18509,109,624,3195,1086,12783,18509,712,826,17683
2018,Michigan,DB,28,0,4,3,2,19,28,0,2,26
2018,Michigan,DD,2296,30,62,545,191,1356,2296,112,161,2135
2018,Michigan,ED,11458,114,58,2080,690,7878,11458,638,190,11268
2018,Michigan,HI,2211,10,88,395,189,1454,2211,75,224,1987
2018,Michigan,ID,16452,143,261,5011,1238,9219,16452,580,980,15472
2018,Michigan,MI,2404,11,63,501,159,1601,2404,69,85,2319
2018,Michigan,OI,1200,5,39,208,83,835,1200,30,99,1101
2018,Michigan,OHI,26399,277,230,4913,1595,18114,26399,1270,892,25507
2018,Michigan,SLD,58441,459,479,12885,5375,36708,58441,2535,3962,54479
2018,Michigan,SLI,37194,310,793,6567,3448,24278,37194,1798,2934,34260
2018,Michigan,TBI,435,4,3,115,27,263,435,23,21,414
2018,Michigan,VI,694,4,35,125,47,458,694,25,54,640
2005,Minnesota,ID,9239,333,339,1246,463,6858,9239,NA,NA,NA
2005,Minnesota,HI,1991,31,192,161,130,1477,1991,NA,NA,NA
2005,Minnesota,SLI,16599,419,795,1230,808,13347,16599,NA,NA,NA
2005,Minnesota,VI,350,NA,24,NA,19,266,350,NA,NA,NA
2005,Minnesota,ED,16618,1016,180,3354,652,11416,16618,NA,NA,NA
2005,Minnesota,OI,1629,28,76,89,69,1367,1629,NA,NA,NA
2005,Minnesota,OHI,12496,420,191,1122,490,10273,12496,NA,NA,NA
2005,Minnesota,SLD,33875,1103,1496,4376,2490,24410,33875,NA,NA,NA
2005,Minnesota,DB,58,NA,NA,NA,0,50,58,NA,NA,NA
2005,Minnesota,MI,515,NA,NA,57,28,400,515,NA,NA,NA
2005,Minnesota,Aut,7450,94,247,418,225,6466,7450,NA,NA,NA
2005,Minnesota,TBI,438,15,27,58,21,317,438,NA,NA,NA
2005,Minnesota,DD,1851,91,54,207,131,1368,1851,NA,NA,NA
2005,Minnesota,All disabilities,103109,3565,3647,12356,5526,78015,103109,NA,NA,NA
2006,Minnesota,ID,9098,326,350,1290,477,6655,9098,NA,NA,NA
2006,Minnesota,HI,2029,36,217,180,139,1457,2029,NA,NA,NA
2006,Minnesota,SLI,16603,432,830,1228,888,13225,16603,NA,NA,NA
2006,Minnesota,VI,338,NA,NA,NA,20,255,338,NA,NA,NA
2006,Minnesota,ED,16706,1041,199,3622,703,11141,16706,NA,NA,NA
2006,Minnesota,OI,1549,30,73,90,74,1282,1549,NA,NA,NA
2006,Minnesota,OHI,13441,452,209,1347,526,10907,13441,NA,NA,NA
2006,Minnesota,SLD,32385,1063,1465,4469,2620,22768,32385,NA,NA,NA
2006,Minnesota,DB,55,NA,NA,NA,5,43,55,NA,NA,NA
2006,Minnesota,MI,633,14,27,66,42,484,633,NA,NA,NA
2006,Minnesota,Aut,8613,117,298,494,264,7440,8613,NA,NA,NA
2006,Minnesota,TBI,456,18,27,60,21,330,456,NA,NA,NA
2006,Minnesota,DD,2029,88,74,224,193,1450,2029,NA,NA,NA
2006,Minnesota,All disabilities,103935,3625,3796,13105,5972,77437,103935,NA,NA,NA
2007,Minnesota,ID,8889,349,344,1296,478,6422,8889,NA,NA,NA
2007,Minnesota,HI,2055,32,221,192,153,1457,2055,NA,NA,NA
2007,Minnesota,SLI,16833,475,879,1318,932,13229,16833,NA,NA,NA
2007,Minnesota,VI,360,NA,27,NA,NA,266,293,NA,NA,NA
2007,Minnesota,ED,16422,1036,201,3646,705,10834,16422,NA,NA,NA
2007,Minnesota,OI,1579,27,82,109,75,1286,1579,NA,NA,NA
2007,Minnesota,OHI,14346,480,238,1481,613,11534,14346,NA,NA,NA
2007,Minnesota,SLD,31320,1061,1477,4458,2891,21433,31320,NA,NA,NA
2007,Minnesota,DB,50,0,NA,NA,NA,44,44,NA,NA,NA
2007,Minnesota,MI,781,15,37,87,56,586,781,NA,NA,NA
2007,Minnesota,Aut,9876,137,366,614,317,8442,9876,NA,NA,NA
2007,Minnesota,TBI,434,NA,NA,57,24,316,397,NA,NA,NA
2007,Minnesota,DD,2101,88,66,239,212,1496,2101,NA,NA,NA
2007,Minnesota,All disabilities,105046,3726,3960,13535,6480,77345,105046,NA,NA,NA
2008,Minnesota,ID,8777,351,342,1318,533,6233,8777,NA,NA,NA
2008,Minnesota,HI,2016,36,219,196,172,1393,2016,NA,NA,NA
2008,Minnesota,SLI,16461,472,933,1313,1018,12725,16461,NA,NA,NA
2008,Minnesota,VI,356,NA,27,40,NA,261,356,NA,NA,NA
2008,Minnesota,ED,16286,1070,213,3686,745,10572,16286,NA,NA,NA
2008,Minnesota,OI,1544,33,80,108,74,1249,1544,NA,NA,NA
2008,Minnesota,OHI,14981,500,248,1594,658,11981,14981,NA,NA,NA
2008,Minnesota,SLD,30525,1136,1455,4450,3100,20384,30525,NA,NA,NA
2008,Minnesota,DB,61,NA,NA,5,NA,48,61,NA,NA,NA
2008,Minnesota,MI,914,32,44,101,66,671,914,NA,NA,NA
2008,Minnesota,Aut,11084,150,448,728,366,9392,11084,NA,NA,NA
2008,Minnesota,TBI,438,NA,NA,58,25,311,438,NA,NA,NA
2008,Minnesota,DD,2187,110,79,279,231,1488,2187,NA,NA,NA
2008,Minnesota,All disabilities,105630,3918,4114,13876,7014,76708,105630,NA,NA,NA
2009,Minnesota,ID,8631,352,356,1349,539,6035,8631,NA,NA,NA
2009,Minnesota,HI,2010,34,220,192,168,1396,2010,NA,NA,NA
2009,Minnesota,SLI,16050,463,959,1283,1072,12273,16050,NA,NA,NA
2009,Minnesota,VI,346,NA,27,NA,21,253,346,NA,NA,NA
2009,Minnesota,ED,15905,1019,223,3608,784,10271,15905,NA,NA,NA
2009,Minnesota,OI,1503,35,80,120,89,1179,1503,NA,NA,NA
2009,Minnesota,OHI,15596,520,255,1756,709,12356,15596,NA,NA,NA
2009,Minnesota,SLD,30626,1163,1502,4611,3393,19957,30626,NA,NA,NA
2009,Minnesota,DB,60,NA,NA,NA,6,44,60,NA,NA,NA
2009,Minnesota,MI,1059,26,50,126,80,777,1059,NA,NA,NA
2009,Minnesota,Aut,12231,185,506,829,425,10286,12231,NA,NA,NA
2009,Minnesota,TBI,430,NA,NA,50,24,316,430,NA,NA,NA
2009,Minnesota,DD,2206,111,83,287,270,1455,2206,NA,NA,NA
2009,Minnesota,All disabilities,106653,3934,4289,14252,7580,76598,106653,NA,NA,NA
2010,Minnesota,ID,8442,308,348,1326,575,5761,8442,124,NA,NA
2010,Minnesota,HI,2030,NA,230,184,205,1358,2030,27,NA,NA
2010,Minnesota,SLI,16255,407,967,1207,1219,12167,16255,288,NA,NA
2010,Minnesota,VI,332,NA,22,NA,22,243,332,NA,NA,NA
2010,Minnesota,ED,15564,870,192,3326,864,9815,15564,497,NA,NA
2010,Minnesota,OI,1523,30,74,118,90,1191,1523,NA,NA,NA
2010,Minnesota,OHI,15996,488,249,1768,813,12351,15996,327,NA,NA
2010,Minnesota,SLD,30532,1053,1462,4488,3735,19286,30532,508,NA,NA
2010,Minnesota,DB,60,NA,0,NA,7,40,60,NA,NA,NA
2010,Minnesota,MI,1146,28,55,143,87,822,1146,NA,NA,NA
2010,Minnesota,Aut,13091,188,533,888,521,10755,13091,206,NA,NA
2010,Minnesota,TBI,404,15,18,53,24,284,404,10,NA,NA
2010,Minnesota,DD,2399,88,NA,291,297,1555,2399,95,NA,NA
2010,Minnesota,All disabilities,107774,3514,4232,13828,8459,75628,107774,2113,NA,NA
2011,Minnesota,ID,8247,280,345,1295,601,5575,8247,151,NA,NA
2011,Minnesota,HI,2025,NA,244,180,199,1352,2025,25,NA,NA
2011,Minnesota,SLI,16337,361,973,1176,1259,12147,16337,421,NA,NA
2011,Minnesota,VI,347,NA,26,NA,22,250,347,NA,NA,NA
2011,Minnesota,ED,14953,806,187,3166,842,9357,14953,595,NA,NA
2011,Minnesota,OI,1525,28,91,123,100,1155,1525,NA,NA,NA
2011,Minnesota,OHI,16471,470,283,1842,922,12495,16471,459,NA,NA
2011,Minnesota,SLD,30220,1001,1533,4459,3957,18610,30220,660,NA,NA
2011,Minnesota,DB,57,NA,0,NA,7,44,57,0,NA,NA
2011,Minnesota,MI,1239,29,60,167,96,867,1239,NA,NA,NA
2011,Minnesota,Aut,13817,208,592,967,630,11133,13817,287,NA,NA
2011,Minnesota,TBI,426,12,0,60,26,305,426,NA,NA,NA
2011,Minnesota,DD,2328,96,88,262,285,1473,2328,124,NA,NA
2011,Minnesota,All disabilities,107992,3326,4447,13733,8946,74763,107992,2777,NA,NA
2012,Minnesota,All disabilities,108496,3233,4473,13786,9645,73867,108496,3492,7465,101031
2012,Minnesota,Aut,14406,217,619,1073,721,11379,14406,397,NA,NA
2012,Minnesota,DB,53,0,5,0,7,41,53,0,NA,NA
2012,Minnesota,DD,2582,85,93,303,357,1575,2582,169,NA,NA
2012,Minnesota,ED,14774,766,183,3112,897,9065,14774,751,NA,NA
2012,Minnesota,HI,2041,23,253,185,198,1346,2041,36,NA,NA
2012,Minnesota,ID,7947,267,337,1223,611,5330,7947,179,NA,NA
2012,Minnesota,MI,1299,27,65,178,103,901,1299,25,NA,NA
2012,Minnesota,OI,1511,26,91,124,111,1124,1511,35,NA,NA
2012,Minnesota,OHI,17040,466,308,1952,1070,12648,17040,596,NA,NA
2012,Minnesota,SLD,29749,979,1498,4383,4138,17949,29749,802,NA,NA
2012,Minnesota,SLI,16331,354,981,1153,1384,11973,16331,486,NA,NA
2012,Minnesota,TBI,410,13,15,66,21,283,410,12,NA,NA
2012,Minnesota,VI,353,10,25,34,27,253,353,4,NA,NA
2013,Minnesota,All disabilities,109332,3225,4480,13865,10191,73326,109332,4245,7882,101450
2013,Minnesota,Aut,15064,230,665,1200,829,11628,15064,512,625,14439
2013,Minnesota,DB,60,1,6,3,8,41,60,1,4,56
2013,Minnesota,DD,2548,96,116,262,333,1570,2548,171,316,2232
2013,Minnesota,ED,14691,750,168,3050,953,8922,14691,848,336,14355
2013,Minnesota,HI,2012,21,260,174,200,1304,2012,53,276,1736
2013,Minnesota,ID,7720,251,333,1242,608,5073,7720,213,482,7238
2013,Minnesota,MI,1359,24,78,196,112,907,1359,42,101,1258
2013,Minnesota,OI,1488,24,97,130,108,1088,1488,41,108,1380
2013,Minnesota,OHI,17574,480,292,2025,1174,12841,17574,762,485,17089
2013,Minnesota,SLD,29724,969,1476,4343,4348,17602,29724,986,3555,26169
2013,Minnesota,SLI,16291,352,950,1153,1456,11782,16291,598,1542,14749
2013,Minnesota,TBI,424,18,17,50,31,295,424,13,22,402
2013,Minnesota,VI,377,9,22,37,31,273,377,5,30,347
2014,Minnesota,All disabilities,110141,3175,4563,13771,10639,73131,110141,4862,8318,101823
2014,Minnesota,Aut,15552,251,726,1266,918,11800,15552,591,685,14867
2014,Minnesota,DB,51,1,7,5,7,30,51,1,3,48
2014,Minnesota,DD,2709,104,137,345,341,1584,2709,198,396,2313
2014,Minnesota,ED,14553,729,163,2876,980,8837,14553,968,323,14230
2014,Minnesota,HI,1996,24,239,179,216,1281,1996,57,268,1728
2014,Minnesota,ID,7541,228,327,1242,623,4884,7541,237,525,7016
2014,Minnesota,MI,1420,29,75,213,113,944,1420,46,105,1315
2014,Minnesota,OI,1477,23,98,138,112,1058,1477,48,130,1347
2014,Minnesota,OHI,18051,503,315,2047,1298,12979,18051,909,539,17512
2014,Minnesota,SLD,29615,928,1488,4217,4450,17419,29615,1113,3710,25905
2014,Minnesota,SLI,16366,328,948,1140,1518,11765,16366,667,1568,14798
2014,Minnesota,TBI,426,17,16,58,30,285,426,20,26,400
2014,Minnesota,VI,384,10,24,45,33,265,384,7,40,344
2015,Minnesota,All disabilities,112375,3284,4646,13943,11394,73571,112375,5537,8910,103465
2015,Minnesota,Aut,16084,279,787,1402,1007,11920,16084,689,814,15270
2015,Minnesota,DB,71,1,6,7,10,44,71,3,5,66
2015,Minnesota,DD,2745,112,126,295,389,1634,2745,189,363,2382
2015,Minnesota,ED,14736,762,173,2794,1073,8839,14736,1095,371,14365
2015,Minnesota,HI,2072,27,256,200,234,1297,2072,58,290,1782
2015,Minnesota,ID,7503,225,340,1283,643,4751,7503,261,584,6919
2015,Minnesota,MI,1421,29,77,237,116,914,1421,48,103,1318
2015,Minnesota,OI,1456,22,101,151,114,1020,1456,48,144,1312
2015,Minnesota,OHI,18679,502,315,2154,1418,13256,18679,1034,602,18077
2015,Minnesota,SLD,30298,936,1474,4221,4753,17600,30298,1314,3998,26300
2015,Minnesota,SLI,16491,362,946,1087,1571,11755,16491,770,1568,14923
2015,Minnesota,TBI,420,17,17,65,31,270,420,20,25,395
2015,Minnesota,VI,399,10,28,47,35,271,399,8,43,356
2016,Minnesota,All disabilities,115279,3266,4770,14356,12130,74483,115279,6274,9396,105883
2016,Minnesota,Aut,16782,258,856,1512,1098,12240,16782,818,916,15866
2016,Minnesota,DB,80,1,5,11,9,50,80,4,6,74
2016,Minnesota,DD,2918,106,152,354,362,1714,2918,230,376,2542
2016,Minnesota,ED,15192,761,161,2847,1135,9083,15192,1205,378,14814
2016,Minnesota,HI,2051,28,260,198,223,1263,2051,79,264,1787
2016,Minnesota,ID,7552,209,330,1315,725,4685,7552,288,654,6898
2016,Minnesota,MI,1449,33,85,244,120,915,1449,52,116,1333
2016,Minnesota,OI,1429,22,103,162,114,975,1429,53,149,1280
2016,Minnesota,OHI,19303,475,330,2277,1553,13486,19303,1182,641,18662
2016,Minnesota,SLD,31255,1001,1500,4270,5122,17845,31255,1517,4276,26979
2016,Minnesota,SLI,16441,346,937,1056,1598,11689,16441,815,1532,14909
2016,Minnesota,TBI,419,16,23,59,30,266,419,25,35,384
2016,Minnesota,VI,408,10,28,51,41,272,408,6,53,355
2017,Minnesota,All disabilities,118800,3209,4956,14743,12882,76000,118800,7010,10297,108503
2017,Minnesota,Aut,17562,268,944,1687,1255,12479,17562,929,1093,16469
2017,Minnesota,DB,89,1,5,10,11,57,89,5,7,82
2017,Minnesota,DD,3104,102,146,391,398,1850,3104,217,414,2690
2017,Minnesota,ED,15666,709,152,2819,1257,9360,15666,1369,423,15243
2017,Minnesota,HI,2058,22,266,190,241,1259,2058,80,264,1794
2017,Minnesota,ID,7396,200,333,1351,752,4446,7396,314,723,6673
2017,Minnesota,MI,1460,33,96,249,116,912,1460,54,125,1335
2017,Minnesota,OI,1445,24,99,182,112,968,1445,60,177,1268
2017,Minnesota,OHI,19671,496,346,2287,1702,13528,19671,1312,743,18928
2017,Minnesota,SLD,32320,988,1572,4380,5370,18276,32320,1734,4673,27647
2017,Minnesota,SLI,17176,343,951,1079,1594,12304,17176,905,1568,15608
2017,Minnesota,TBI,425,12,19,62,32,276,425,24,31,394
2017,Minnesota,VI,428,11,27,56,42,285,428,7,56,372
2018,Minnesota,All disabilities,123101,3508,5229,15113,13776,77909,123101,7566,11222,111879
2018,Minnesota,Aut,18545,302,1049,1879,1438,12793,18545,1084,1335,17210
2018,Minnesota,DB,105,1,5,14,12,69,105,4,9,96
2018,Minnesota,DD,3444,134,187,431,466,1968,3444,258,485,2959
2018,Minnesota,ED,16510,755,156,2795,1372,9937,16510,1495,454,16056
2018,Minnesota,HI,2075,26,275,185,247,1266,2075,76,266,1809
2018,Minnesota,ID,7330,205,342,1382,766,4297,7330,338,793,6537
2018,Minnesota,MI,1480,36,94,257,124,911,1480,58,136,1344
2018,Minnesota,OI,1468,22,98,181,120,974,1468,73,169,1299
2018,Minnesota,OHI,19953,490,368,2282,1779,13666,19953,1368,806,19147
2018,Minnesota,SLD,33821,1116,1630,4484,5778,18965,33821,1848,5103,28718
2018,Minnesota,SLI,17513,396,975,1100,1598,12526,17513,918,1559,15954
2018,Minnesota,TBI,436,16,16,67,34,269,436,34,40,396
2018,Minnesota,VI,421,9,34,56,42,268,421,12,67,354
2005,Mississippi,ID,4657,5,20,3390,27,1215,4657,NA,NA,NA
2005,Mississippi,HI,597,NA,NA,317,8,267,597,NA,NA,NA
2005,Mississippi,SLI,14542,17,68,5658,120,8679,14542,NA,NA,NA
2005,Mississippi,VI,291,0,NA,164,NA,124,291,NA,NA,NA
2005,Mississippi,ED,1532,NA,NA,703,14,806,1532,NA,NA,NA
2005,Mississippi,OI,488,NA,5,228,NA,249,488,NA,NA,NA
2005,Mississippi,OHI,4023,6,7,1695,22,2293,4023,NA,NA,NA
2005,Mississippi,SLD,29722,75,45,18368,210,11024,29722,NA,NA,NA
2005,Mississippi,DB,11,0,0,NA,0,NA,11,NA,NA,NA
2005,Mississippi,MI,571,0,NA,289,NA,274,571,NA,NA,NA
2005,Mississippi,Aut,780,NA,NA,386,9,374,780,NA,NA,NA
2005,Mississippi,TBI,154,0,NA,NA,0,NA,154,NA,NA,NA
