Created,1/19/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,10/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,3/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,"Ages3_21
Total "
2007,North Dakota                                      ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,         x,0,0,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,0,         x,0,         x,9,         x,0,0,0,         x,9
2007,North Dakota                                      ,Multiple disabilities              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,North Dakota                                      ,Autism                             ,         x,         x,30,46,5,0,         x,         x,37,31,30,23,41,35,36,196,34,29,26,32,32,23,176,12,8,         x,         x,26,398,9,5,16,9,359,444
2007,North Dakota                                      ,Traumatic brain injury             ,         x,0,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,6,         x,         x,         x,         x,         x,7,         x,         x,         x,         x,         x,0,0,         x,36,5,         x,0,         x,         x,         x
2007,North Dakota                                      ,Developmental delay                ,162,189,216,567,79,         x,         x,13,451,181,163,141,70,0,0,555,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,555,91,         x,         x,19,432,"1,122"
2007,North Dakota                                      ,All disabilities                   ,353,530,677,"1,560",184,         x,39,         x,"1,277",811,924,950,"1,051","1,007",978,"5,721",955,952,975,"1,003",964,829,"5,678",450,126,66,15,657,"12,056","1,307",73,286,312,"10,078","13,616"
2007,Northern Marianas                                 ,Mental retardation                 ,         x,0,         x,         x,0,         x,0,0,         x,0,         x,0,         x,5,5,17,         x,         x,6,16,         x,         x,45,         x,         x,         x,0,5,67,         x,         x,0,0,0,         x
2007,Northern Marianas                                 ,Hearing impairments                ,         x,         x,0,6,0,6,0,0,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,         x,         x,         x,         x,0,0,         x,19,0,19,0,0,0,25
2007,Northern Marianas                                 ,Speech or language impairments     ,         x,12,         x,19,0,         x,0,0,         x,8,7,         x,         x,9,         x,36,         x,         x,         x,         x,0,0,11,0,0,0,0,0,47,0,         x,0,         x,0,66
2007,Northern Marianas                                 ,Visual impairments                 ,         x,         x,0,         x,         x,         x,0,0,0,         x,0,0,0,         x,0,         x,         x,         x,         x,0,0,0,         x,         x,         x,0,0,         x,8,0,8,0,0,0,         x
2007,Northern Marianas                                 ,Emotional disturbance              ,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,0,         x,         x,0,         x,0,0,0,         x,0,0,0,0,0,7,0,         x,0,0,         x,7
2007,Northern Marianas                                 ,Orthopedic impairments             ,         x,         x,0,         x,         x,         x,0,0,0,         x,         x,0,         x,         x,0,         x,         x,0,         x,0,0,0,         x,0,0,0,0,0,         x,         x,         x,0,0,0,         x
2007,Northern Marianas                                 ,Other health impairments           ,0,0,0,0,0,0,0,0,0,0,         x,8,         x,         x,         x,         x,6,         x,6,         x,0,0,         x,0,0,0,0,0,48,0,         x,         x,0,0,48
2007,Northern Marianas                                 ,Specific learning disabilities     ,0,0,0,0,0,0,0,0,0,         x,         x,18,30,36,35,122,36,46,53,41,38,36,250,         x,         x,         x,0,34,406,0,         x,0,0,         x,406
2007,Northern Marianas                                 ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Northern Marianas                                 ,Multiple disabilities              ,         x,         x,0,         x,         x,         x,0,0,0,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,0,         x,         x,21,0,21,0,0,0,         x
2007,Northern Marianas                                 ,Autism                             ,         x,         x,         x,10,0,         x,0,0,         x,         x,         x,8,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,0,         x,         x,0,         x,46,0,         x,0,0,         x,56
2007,Northern Marianas                                 ,Traumatic brain injury             ,0,0,0,0,0,0,0,0,0,         x,         x,0,0,0,0,         x,         x,0,         x,0,0,0,         x,0,0,0,0,0,         x,         x,         x,0,0,0,         x
2007,Northern Marianas                                 ,Developmental delay                ,         x,         x,         x,35,0,         x,0,0,         x,8,11,         x,         x,0,0,29,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,29,0,29,0,0,0,64
2007,Northern Marianas                                 ,All disabilities                   ,19,36,23,78,0,         x,0,0,         x,24,40,53,57,66,54,294,67,64,78,65,50,42,366,26,         x,         x,         x,46,706,0,701,         x,         x,         x,784
2007,Ohio                                              ,Mental retardation                 ,0,         x,         x,227,0,         x,78,         x,135,928,"1,337","1,714","2,049","2,196","2,424","10,648","2,601","2,960","3,316","3,774","4,013","3,977","20,641","2,857",821,283,124,"4,085","35,374",54,105,"10,982",733,"22,436","35,601"
2007,Ohio                                              ,Hearing impairments                ,0,0,57,57,0,         x,         x,0,43,122,142,186,197,194,218,"1,059",192,190,202,188,187,181,"1,140",130,31,         x,         x,177,"2,376",         x,         x,395,84,"1,797","2,433"
2007,Ohio                                              ,Speech or language impairments     ,         x,         x,"2,732","2,739",5,36,300,59,"2,225","6,689","7,090","5,996","4,587","3,458","2,200","30,020","1,403",855,500,304,206,160,"3,428",56,         x,         x,0,68,"33,516",56,320,"4,384",726,"26,882","36,255"
2007,Ohio                                              ,Visual impairments                 ,0,0,21,21,0,0,         x,         x,16,57,67,         x,         x,72,85,421,         x,         x,         x,         x,72,97,478,         x,         x,         x,0,72,971,0,         x,         x,22,750,992
2007,Ohio                                              ,Emotional disturbance              ,0,0,81,81,0,0,         x,         x,53,349,609,805,"1,034","1,245","1,287","5,329","1,504","1,750","2,088","2,313","2,422","2,170","12,247","1,071",297,71,17,"1,456","19,032",33,40,"6,003",363,"11,755","19,113"
2007,Ohio                                              ,Orthopedic impairments             ,0,0,54,54,0,         x,         x,0,41,130,148,163,143,181,139,904,120,143,121,133,137,145,799,86,29,16,10,141,"1,844",         x,         x,295,36,"1,424","1,898"
2007,Ohio                                              ,Other health impairments           ,0,0,167,167,0,         x,16,         x,142,671,"1,115","1,383","1,776","2,106","2,284","9,335","2,370","2,365","2,391","2,330","2,193","1,980","13,629","1,030",176,37,14,"1,257","24,221",38,98,"3,393",411,"19,447","24,388"
2007,Ohio                                              ,Specific learning disabilities     ,0,0,190,190,0,         x,34,         x,132,"1,030","2,529","4,747","7,076","8,706","9,475","33,563","10,282","10,401","10,596","10,787","10,868","10,396","63,330","6,209","1,052",168,53,"7,482","104,375",221,433,"18,306","2,812","79,415","104,565"
2007,Ohio                                              ,Deaf-blindness                     ,         x,0,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,         x,         x,18,         x,         x,         x,         x,0,5,15,         x,         x,         x,         x,9,42,         x,         x,         x,0,34,         x
2007,Ohio                                              ,Multiple disabilities              ,0,5,227,232,0,         x,59,         x,160,853,938,957,969,949,916,"5,582",959,"1,020","1,057","1,026",994,964,"6,020",844,635,466,296,"2,241","13,843",19,104,"2,821",320,"10,242","14,075"
2007,Ohio                                              ,Autism                             ,9,6,245,260,         x,         x,43,         x,200,801,887,876,911,848,883,"5,206",795,766,784,650,606,477,"4,078",318,147,100,46,611,"9,895",16,135,"1,159",163,"8,114","10,155"
2007,Ohio                                              ,Traumatic brain injury             ,         x,0,         x,         x,0,0,         x,0,         x,         x,         x,68,87,         x,         x,377,79,98,95,98,113,109,592,92,27,19,9,147,"1,116",         x,         x,200,26,847,         x
2007,Ohio                                              ,Developmental delay                ,"5,245","8,160","5,697","19,102",27,277,"2,340",575,"14,998",0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,"19,102"
2007,Ohio                                              ,All disabilities                   ,"5,257","8,176","9,704","23,137",33,328,"2,910",660,"18,151","11,667","14,917","16,955","18,914","20,023","19,986","102,462","20,377","20,632","21,231","21,685","21,811","20,661","126,397","12,749","3,242","1,179",576,"17,746","246,605",445,"1,311","48,087","5,696","183,143","269,742"
2007,Oklahoma                                          ,Mental retardation                 ,12,28,38,78,         x,         x,16,20,36,78,124,397,424,451,477,"1,951",513,523,558,656,590,594,"3,434",407,98,41,11,557,"5,942","1,004",50,"1,273",468,"3,147","6,020"
2007,Oklahoma                                          ,Hearing impairments                ,18,26,34,78,7,         x,8,         x,53,43,47,63,77,67,81,378,74,72,82,70,84,61,443,37,         x,         x,0,50,871,124,19,77,94,557,949
2007,Oklahoma                                          ,Speech or language impairments     ,230,518,835,"1,583",360,17,96,118,992,"1,304","1,495","2,817","2,370","1,611",927,"10,524",528,312,172,92,66,50,"1,220",         x,         x,0,0,19,"11,763","2,224",158,"1,057",817,"7,507","13,346"
